ID,Condition,Trial,Mass (g),Attempt Durations (s),Task Completion Time (s),Error Count
48,ForceFeedback,4,400,"1.080002,1.449997,1.790009,5.669983,1.440002,4.549988,12.00998,0.9900208,6.970001,2.300018",38.25,9
48,ForceFeedback,5,400,"5.080017,3.859985,1.51001,2.140015,3.839996,4.880005",21.31003,5
48,ForceFeedback,6,300,3.200012,3.200012,0
48,ForceFeedback,7,100,"10.11005,2.309998",12.42004,1
48,ForceFeedback,8,200,2.51001,2.51001,0
48,ForceFeedback,9,300,"6.700012,1.859985,5.240051,1.02002,0.1800537,2.530029",17.53015,5
48,ForceFeedback,10,200,"3.369995,3.040039,0.1400146,1.159973,3.460022",11.17004,4
48,ForceFeedback,11,400,4.030029,4.030029,0
48,ForceFeedback,12,100,2.209961,2.209961,0
48,ForceFeedback,13,200,"1.649963,2.440002,3.619995",7.709961,2
48,ForceFeedback,14,100,2.069946,2.069946,0
48,ForceFeedback,15,300,2.049988,2.049988,0
48,ForceFeedback,16,400,"1.329956,2.289978,10.12,2.97998",16.71991,3
48,ForceFeedback,17,100,"2.929993,1.869995",4.799988,1
48,ForceFeedback,18,400,1.849976,1.849976,0
48,ForceFeedback,19,200,2.690002,2.690002,0
48,ForceFeedback,20,300,2.25,2.25,0
49,ForceFeedback,1,100,2.43,2.43,0
49,ForceFeedback,2,200,"18.43,33.55,1.020004,2.210007,31.44,2.429993,2.790009",91.87003,6
49,ForceFeedback,3,300,2.5,2.5,0
49,ForceFeedback,4,400,"0.5599976,2.410004",2.970001,1
49,ForceFeedback,5,400,"1.339996,1.069977,1.25,0.9900208,1.75",6.399994,4
49,ForceFeedback,6,300,1.170013,1.170013,0
49,ForceFeedback,7,100,1.23999,1.23999,0
49,ForceFeedback,8,200,1.140015,1.140015,0
49,ForceFeedback,9,300,2.340027,2.340027,0
49,ForceFeedback,10,200,"0.5499992,67.21999,3.159996",70.92999,2
49,ForceFeedback,11,400,"2,1.650009",3.650009,1
49,ForceFeedback,12,100,"0.7799988,2.740005",3.520004,1
49,ForceFeedback,13,200,1.800003,1.800003,0
49,ForceFeedback,14,100,"7.610001,1.220001",8.830002,1
49,ForceFeedback,15,300,"37.54001,1.130005,0.8800049,8.200012,0.2600098,1.220001,0.8699951,0.7799988,1.850006",52.73004,8
49,ForceFeedback,16,400,"1.669983,0.9199829,1.089996,1.51001,1.669983,0.8399963,1.149994,1.939972",10.78992,7
49,ForceFeedback,17,100,1.800018,1.800018,0
49,ForceFeedback,18,400,1.330017,1.330017,0
49,ForceFeedback,19,200,2.350006,2.350006,0
49,ForceFeedback,20,300,2.630005,2.630005,0
50,ForceFeedback,1,100,5.769997,5.769997,0
50,ForceFeedback,2,200,2.170006,2.170006,0
50,ForceFeedback,3,300,"2.399994,1.87001,2.839996",7.110001,2
50,ForceFeedback,4,400,"1.409988,2.380005",3.789993,1
50,ForceFeedback,5,400,"1.759995,4.309998",6.069992,1
50,ForceFeedback,6,300,1.619995,1.619995,0
50,ForceFeedback,7,100,1.360001,1.360001,0
50,ForceFeedback,8,200,1.290009,1.290009,0
50,ForceFeedback,9,300,"1.220001,1.37001",2.590012,1
50,ForceFeedback,10,200,1.409988,1.409988,0
50,ForceFeedback,11,400,"0.9299927,1.610001,2.809998",5.349991,2
50,ForceFeedback,12,100,2.269989,2.269989,0
50,ForceFeedback,13,200,1.419983,1.419983,0
50,ForceFeedback,14,100,2.900024,2.900024,0
50,ForceFeedback,15,300,1.02,1.02,0
50,ForceFeedback,16,400,"1.200001,1.900002",3.100002,1
50,ForceFeedback,17,100,1.920002,1.920002,0
50,ForceFeedback,18,400,"1.18,1.18",2.360001,1
50,ForceFeedback,19,200,1.600006,1.600006,0
50,ForceFeedback,20,300,1.279999,1.279999,0
51,NoForceFeedback,1,100,"0.5799999,0.8600006,1.950001",3.390001,2
51,NoForceFeedback,2,200,"1.380005,1.859993",3.239998,1
51,NoForceFeedback,3,300,"0.8600006,8.270004,2.07",11.2,2
51,NoForceFeedback,4,400,"0.3000031,1.439987,2.119995",3.859985,2
51,NoForceFeedback,5,400,"17.67,1.790009",19.46001,1
51,NoForceFeedback,6,300,"1.539993,1.699997,2.610001",5.849991,2
51,NoForceFeedback,7,100,3.309998,3.309998,0
51,NoForceFeedback,8,200,"1.049988,34.5,2.029999",37.57999,2
51,NoForceFeedback,9,300,2.01001,2.01001,0
51,NoForceFeedback,10,200,1.469999,1.469999,0
51,NoForceFeedback,11,400,"1.110001,0.7100029,0.3699989,1.989998",4.18,3
51,NoForceFeedback,12,100,1.650002,1.650002,0
51,NoForceFeedback,13,200,1.879997,1.879997,0
51,NoForceFeedback,14,100,2.760002,2.760002,0
51,NoForceFeedback,15,300,1.769997,1.769997,0
51,NoForceFeedback,16,400,1.880005,1.880005,0
51,NoForceFeedback,17,100,1.979996,1.979996,0
51,NoForceFeedback,18,400,"1.220001,1.290009",2.51001,1
51,NoForceFeedback,19,200,"7.080002,2.279999",9.360001,1
51,NoForceFeedback,20,300,1.320007,1.320007,0
52,NoForceFeedback,1,100,3.200001,3.200001,0
52,NoForceFeedback,2,200,2.450005,2.450005,0
52,NoForceFeedback,3,300,1.730003,1.730003,0
52,NoForceFeedback,4,400,"2.340004,2.989998",5.330002,1
52,NoForceFeedback,5,400,1.829994,1.829994,0
52,NoForceFeedback,6,300,1.589996,1.589996,0
52,NoForceFeedback,7,100,1.320007,1.320007,0
52,NoForceFeedback,8,200,1.419998,1.419998,0
52,NoForceFeedback,9,300,1.190002,1.190002,0
52,NoForceFeedback,10,200,1.220001,1.220001,0
52,NoForceFeedback,11,400,"0.870010,1.309998",2.180008,1
52,NoForceFeedback,12,100,1.169998,1.169998,0
52,NoForceFeedback,13,200,1.210007,1.210007,0
52,NoForceFeedback,14,100,1.490005,1.490005,0
52,NoForceFeedback,15,300,1.169998,1.169998,0
52,NoForceFeedback,16,400,"1.139999,1.009995,1.720001",3.869995,2
52,NoForceFeedback,17,100,1.429993,1.429993,0
52,NoForceFeedback,18,400,1.790009,1.790009,0
52,NoForceFeedback,19,200,1.649994,1.649994,0
52,NoForceFeedback,20,300,1.550018,1.550018,0
